,Index,Tweet,Hindi,English,Other
46,47,sir/EN #gst/OTHER aur/EN #notebandi/OTHER ke/HI august/EN aur/EN ab/EN ke/EN results/EN me/EN to/EN bahut/HI difference/EN hain/EN gujaraat/HI me/EN poll/EN ke/EN anusaar/HI iska/HI filhal/HI ki/EN sarkaar/HI par/EN to/EN negative/EN effect/EN hi/EN hota/HI dikh/HI rha/HI ,"[('ke', 'PSP'), ('bahut', 'VM'), ('iska', 'VAUX'), ('dikh', 'SYM')]","[('sir', 'NN'), ('aur', 'NN'), ('aur', 'NN'), ('ke', 'VB'), ('me', 'PRP'), ('hain', 'VB'), ('me', 'PRP'), ('ke', 'VB'), ('ki', 'JJ'), ('par', 'NN'), ('negative', 'JJ'), ('hi', 'NN')]",
47,48,jitni/HI taklif/HI garib/HI ko/EN hui/EN #notebandi/OTHER aur/EN #gst/OTHER se/EN shayad/HI hi/EN kisi/HI ko/EN hui/HI footbath/EN par/EN sone/HI wale/HI majdoor/HI bhukhe/HI soye/HI #bhakto/OTHER ko/EN nahi/HI dikhaega/HI ,"[('jitni', 'QFC'), ('garib', 'QF'), ('sone', 'NN'), ('majdoor', 'VM'), ('soye', 'VAUX'), ('dikhaega', 'SYM')]","[('hui', 'NN'), ('aur', 'NN'), ('se', 'NN'), ('hi', 'NN'), ('ko', 'VBD'), ('footbath', 'NN'), ('ko', 'NN')]",
48,49,sir/EN bjp/EN valo/HI ki/EN to/EN baat/HI hi/EN alag/HI hai/EN ek/EN minute/EN me/EN desh/HI ko/EN lute/EN kar/HI garib/HI kar/HI dete/HI hai/EN #notebandi/OTHER ,"[('valo', 'UNK'), ('desh', 'VM'), ('garib', 'VAUX'), ('dete', 'VAUX')]","[('sir', 'NN'), ('to', 'TO'), ('hi', 'VB'), ('hai', 'JJ'), ('minute', 'NN'), ('lute', 'NN')]",#notebandi
49,50,pehle/HI goli/HI maro/HI phir/HI socho/HI modiji/HI ki/EN ye/EN policy/EN desh/HI ki/EN economy/EN ko/EN barbad/HI kar/HI rahi/HI hai/EN pehle/HI tuglaqi/HI #notebandi/OTHER phir/HI #gabbarsinghtax/OTHER ,"[('pehle', 'UNK'), ('maro', 'VM'), ('socho', 'VAUX'), ('kar', 'VAUX'), ('tuglaqi', 'VAUX'), ('phir', 'SYM')]","[('ki', 'NN'), ('policy', 'NN'), ('ki', 'NN'), ('ko', 'VBD'), ('hai', 'NN')]",
50,51,bhool/HI jao/HI #notebandi/OTHER bhool/HI jao/HI #gst/OTHER aur/EN bhool/HI jao/HI badhali/HI kyoki/HI aaaj/HI hain/EN diwali/HI wish/EN u/EN all/EN happy/EN diwali/HI ,"[('bhool', 'UNK'), ('jao', 'VM'), ('jao', 'VAUX'), ('kyoki', 'VAUX'), ('diwali', 'SYM')]","[('aur', 'NN'), ('hain', 'NN'), ('wish', 'IN'), ('all', 'DT')]",#notebandi
51,52,this/EN #diwali/OTHER celebrate/EN with/EN #notebandi/OTHER phus/HI phus/HI anar/HI #gst/OTHER kaala/HI saanp/HI pic/EN twitter/EN com/EN ggb/EN r/EN wu/EN ,"[('phus', 'RBC'), ('saanp', 'SYM')]","[('this', 'DT'), ('celebrate', 'NN'), ('twitter', 'NN'), ('ggb', 'NN'), ('wu', 'NN')]",#notebandi #gst
52,53,jo/EN apne/EN vote/EN bnk/EN ki/EN cinta/EN kiye/HI bina/EN #notebandi/OTHER n/EN #gst/OTHER jese/EN kade/HI kdm/EN utha/HI skta/HI h/EN vo/EN kuch/HI bhi/HI kr/EN sakta/HI h/EN ,"[('kiye', 'VM'), ('kade', 'VAUX'), ('utha', 'VAUX'), ('kuch', 'SYM')]","[('jo', 'JJ'), ('vote', 'NN'), ('ki', 'VBD'), ('h', 'JJ'), ('kr', 'NN'), ('h', 'NN')]",#notebandi #gst
53,54,inka/EN kaam/HI hi/EN hai/EN inhe/HI paise/HI hi/EN is/EN kaam/HI ke/EN milte/HI hai/EN #notebandi/OTHER inhi/HI jaise/HI gaddaro/HI ko/EN benakab/HI karta/HI treat/EN for/EN nation/EN #rohingyas/OTHER ,"[('inhe', 'QFC'), ('kaam', 'QF'), ('milte', 'NN'), ('jaise', 'PSP'), ('karta', 'PSP')]","[('inka', 'NN'), ('hi', 'NN'), ('hi', 'NN'), ('ko', 'NN'), ('for', 'IN')]",#notebandi #rohingyas
54,55,#notebandi/OTHER se/EN din/EN pehle/HI company/EN band/EN kya/EN mazra/HI h/EN bhai/HI kiske/HI paise/HI safed/HI kiye/HI k/EN launde/HI ne/EN #notebandi/OTHER #richardthaler/OTHER ,"[('kiske', 'RBC'), ('safed', 'SYM')]","[('din', 'NN'), ('company', 'NN'), ('kya', 'VB'), ('h', 'NN'), ('k', 'NN'), ('ne', 'NN')]",#notebandi #richardthaler
55,56,tumhe/HI islam/EN aur/EN hindu/EN hi/EN dikhai/HI deta/HI hai/EN kya/EN #evm/OTHER aur/EN #notebandi/OTHER ghotala/HI dikhao/HI ,"[('tumhe', 'UNK'), ('deta', 'VM'), ('ghotala', 'SYM')]","[('aur', 'NN'), ('hi', 'NN'), ('kya', 'NN'), ('aur', 'NN')]",
56,57,#surgicalstrick/OTHER k/EN sbut/EN nh/EN dye/EN to/EN army/EN se/EN bhrosa/HI uth/HI gya/HI #notebandi/OTHER kye/HI to/EN gvt/EN se/EN #election/OTHER hare/EN to/EN evm/EN se/EN aise/EN log/EN duniya/HI se/EN q/EN nh/EN uth/HI jate/HI ,"[('bhrosa', 'UNK'), ('gya', 'VM'), ('kye', 'VAUX'), ('jate', 'SYM')]","[('sbut', 'NN'), ('dye', 'VBZ'), ('army', 'RB'), ('gvt', 'NN'), ('to', 'TO'), ('se', 'VB'), ('log', 'NN'), ('se', 'NN'), ('nh', 'NN')]",#surgicalstrick #election
57,58,kumbh/EN karan/EN ki/EN abb/EN nind/EN khuli/HI aa/EN gaye/EN bhi/HI jhut/HI ki/EN vakalat/HI karne/HI #notebandi/OTHER per/EN kiya/HI lollipop/EN chuss/HI rahe/HI the/EN anna/EN ya/EN abhi/HI contract/EN mila/HI ,"[('bhi', 'UNK'), ('karne', 'VM'), ('rahe', 'VAUX'), ('abhi', 'SYM'), ('mila', 'VM')]","[('kumbh', 'NN'), ('ki', 'NN'), ('nind', 'IN'), ('aa', 'JJ'), ('ki', 'FW'), ('per', 'IN'), ('lollipop', 'NN'), ('anna', 'NN')]",
58,59,masterstroke/EN to/EN modiji/HI ne/EN usi/HI din/EN maar/HI diya/HI tha/EN jab/EN #notebandi/OTHER ki/EN thi/EN pic/EN twitter/EN com/EN psro/HI jdvfh/EN ,"[('modiji', 'UNK'), ('usi', 'VM'), ('maar', 'VAUX'), ('psro', 'SYM')]","[('masterstroke', 'NN'), ('tha', 'NN'), ('thi', 'NN'), ('twitter', 'NN')]",#notebandi
59,60,you/EN are/EN in/EN shock/EN hawaiyan/HI udd/HI gyi/HI #notebandi/OTHER chal/HI gya/HI janta/HI ka/EN thapad/EN pad/EN gya/HI aap/EN ab/EN chaplusi/HI par/EN na/EN utar/HI jaiyega/HI ,"[('hawaiyan', 'UNK'), ('gyi', 'VM'), ('chal', 'VAUX'), ('janta', 'VAUX'), ('gya', 'VAUX'), ('utar', 'SYM')]","[('you', 'PRP'), ('in', 'IN'), ('thapad', 'JJ'), ('ab', 'NN'), ('par', 'NN')]",
60,61,woh/EN jo/EN #notebandi/OTHER k/EN agst/EN #aamarananshan/OTHER karne/HI waale/HI the/EN uska/HI kya/EN hua/EN mare/EN nahin/HI ab/EN tak/HI ,"[('karne', 'INJ')]","[('woh', 'NN'), ('agst', 'VBZ'), ('the', 'DT'), ('kya', 'NN'), ('mare', 'NN'), ('ab', 'NN')]",#notebandi
61,62,#notebandi/OTHER ke/HI baad/HI bjp/EN sare/EN elections/EN jit/HI rahi/HI hai/EN fir/EN v/EN opposition/EN ko/EN samajh/HI me/EN nahi/HI aa/EN raha/HI hai/EN ki/EN public/EN modi/HI ji/EN ke/EN saath/HI hai/EN #uppolls/OTHER ,"[('baad', 'UNK'), ('jit', 'VM'), ('saath', 'SYM')]","[('sare', 'NN'), ('hai', 'NN'), ('v', 'NN'), ('ko', 'VB'), ('me', 'PRP'), ('aa', 'JJ'), ('hai', 'JJ'), ('public', 'JJ'), ('ji', 'NN')]",#notebandi #uppolls
62,63,after/EN #notebandi/OTHER #maharastra/OTHER #odhisa/OTHER ke/HI logon/EN ko/EN mil/EN gaye/EN hain/EN l/EN march/EN ko/EN apko/HI bhi/HI mil/EN jayega/HI and/EN get/EN well/EN soon/EN ,"[('ke', 'PSP'), ('bhi', 'JJ'), ('jayega', 'NN')]","[('after', 'IN'), ('ko', 'JJ'), ('gaye', 'NN'), ('l', 'NN'), ('ko', 'NN'), ('get', 'VBP'), ('soon', 'RB')]",#maharastra
63,64,#notebandi/OTHER se/EN janta/HI kitni/HI pareshan/HI hai/EN ki/EN #demonetisation/OTHER ke/EN baad/HI har/EN election/EN me/EN india/EN ka/EN jalwa/HI badhta/HI ja/EN raha/HI hai/EN ,"[('janta', 'UNK'), ('pareshan', 'VM'), ('badhta', 'VAUX'), ('raha', 'VAUX')]","[('ki', 'NN'), ('ke', 'NN'), ('har', 'VB'), ('me', 'PRP'), ('ka', 'VB')]",#notebandi
64,65,beshak/HI #notebandi/OTHER se/EN corruption/EN puri/HI tarah/EN nhi/HI jayega/HI lekin/HI ye/EN phla/HI or/EN bhut/HI bada/HI kadam/HI h/EN corruption/EN ko/EN rokne/HI ke/EN liye/HI ,"[('beshak', 'UNK'), ('puri', 'VM'), ('nhi', 'VAUX'), ('lekin', 'VAUX'), ('phla', 'SYM'), ('bhut', 'NNP'), ('kadam', 'PSP'), ('rokne', 'NN'), ('liye', 'PSP')]","[('se', 'JJ'), ('corruption', 'NN')]",
65,66,#bmcelection/OTHER vyapariyo/HI se/EN ek/EN appeal/EN #notebandi/OTHER ka/EN jawab/HI abhi/HI nahi/HI to/EN kabhi/HI nahi/HI vote/EN for/EN congress/EN vote/EN for/EN progress/EN ,"[('abhi', 'RBC'), ('nahi', 'SYM')]","[('se', 'JJ'), ('appeal', 'NN'), ('ka', 'NN'), ('to', 'TO'), ('for', 'IN'), ('vote', 'NN'), ('progress', 'NN')]",#bmcelection
66,67,iseeliye/HI humne/HI #notebandi/OTHER ka/EN virodh/HI kiya/HI tha/EN gareeb/HI nirdosh/HI longonko/EN arrest/EN karte/HI hain/EN ,"[('iseeliye', 'UNK'), ('virodh', 'VM'), ('nirdosh', 'SYM')]","[('tha', 'NN'), ('arrest', 'NN'), ('hain', 'NN')]",#notebandi
67,68,#uttarpradesh/OTHER ko/EN aisa/EN beta/EN nahee/HI chahiyeh/HI jo/EN apni/HI saal/HI ki/EN maa/HI ko/EN #notebandi/OTHER ki/EN line/EN mein/EN khada/HI kar/HI diya/HI #modigovt/OTHER days/EN #upelection/OTHER pic/EN twitter/EN com/EN z/EN quu/HI h/EN e/EN ,"[('nahee', 'NEG'), ('saal', 'VM'), ('maa', 'VAUX'), ('khada', 'VAUX'), ('diya', 'VAUX'), ('quu', 'SYM')]","[('aisa', 'RB'), ('jo', 'JJ'), ('line', 'NN'), ('days', 'NNS'), ('pic', 'VBP'), ('com', 'JJ'), ('e', 'NN')]",#uttarpradesh #notebandi
68,69,ko/EN #notebandi/OTHER ki/HI pareshani/HI nahi/HI hoti/HI kaise/HI fake/EN currency/EN curroption/EN ka/EN ilaj/HI ek/EN teeke/HI se/EN hota/HI #agarmodijidoctorhote/OTHER ,"[('ki', 'CC'), ('nahi', 'PRP'), ('kaise', 'WQ')]","[('ko', 'JJ'), ('currency', 'NN'), ('ka', 'VB'), ('ek', 'NN'), ('se', 'NN')]",#agarmodijidoctorhote
69,70,yehi/EN hi/EN nahi/HI #notebandi/OTHER ki/HI maar/HI khud/HI par/EN bhi/HI pado/HI hai/EN mnth/EN se/EN videsh/HI nahi/HI gaye/EN hai/EN #statepolls/OTHER ,"[('nahi', 'VAUX'), ('ki', 'CC'), ('khud', 'NN'), ('bhi', 'VM'), ('nahi', 'SYM')]","[('yehi', 'NN'), ('hai', 'NN'), ('se', 'NN'), ('hai', 'NN')]",
70,71,ye/EN #notebandi/OTHER se/EN aam/HI kisan/HI public/EN ko/EN line/EN me/EN laga/HI k/EN tabah/HI kiya/HI ab/EN #incometaxwale/OTHER nirdosh/HI logo/EN ko/EN bhi/HI notice/EN bhej/HI k/EN tang/EN kar/HI rahe/HI ,"[('kisan', 'UNK'), ('kiya', 'VM'), ('bhi', 'VAUX'), ('bhej', 'VAUX'), ('rahe', 'VAUX')]","[('ye', 'NN'), ('se', 'NN'), ('ko', 'VB'), ('me', 'PRP'), ('k', 'VB'), ('logo', 'JJ'), ('tang', 'NN')]",#incometaxwale
71,72,pahle/HI modi/HI ki/HI #notebandi/OTHER ne/EN beda/HI garq/HI kiya/HI aaj/HI modi/HI jaitly/EN ke/EN #budget/OTHER ne/EN rahul/HI baba/EN barse/HI na/EN to/EN kya/EN kare/HI ,"[('pahle', 'VAUX'), ('ki', 'CC'), ('garq', 'NN'), ('aaj', 'PSP'), ('rahul', 'NN'), ('barse', 'PSP'), ('kare', 'VM')]","[('ne', 'RB'), ('jaitly', 'RB'), ('to', 'TO')]",#budget
72,73,a/EN small/EN farmer/EN in/EN mahoba/HI #uttarpradesh/OTHER matar/HI rs/EN kilo/EN bech/HI raha/HI hun/EN #notebandi/OTHER ke/EN kaaran/HI ab/EN chunaav/HI me/EN batayenge/HI inko/HI ,"[('mahoba', 'INTF'), ('matar', 'JJ'), ('raha', 'VM'), ('kaaran', 'VAUX'), ('chunaav', 'VAUX'), ('batayenge', 'SYM')]","[('a', 'DT'), ('farmer', 'NN'), ('kilo', 'NN')]",#notebandi
73,74,ye/EN to/EN pura/EN #desh/OTHER jaanta/HI hai/EN ki/EN #scam/OTHER karna/HI kiska/HI #dharm/OTHER h/EN ,"[('jaanta', 'RBC'), ('karna', 'SYM')]","[('ye', 'NN'), ('pura', 'NN'), ('ki', 'NN')]",#dharm
74,75,sabse/HI bada/HI scam/EN #notebandi/OTHER isse/HI bada/HI b/EN koi/EN scam/EN ho/EN sakta/HI h/EN ,"[('sabse', 'UNK'), ('isse', 'VM'), ('sakta', 'SYM')]","[('scam', 'NN'), ('b', 'NN'), ('scam', 'NN')]",
75,76,shahrukh/HI khan/EN ke/EN promotion/EN ki/EN wajah/HI s/EN ek/EN insan/HI ki/EN mout/EN hogyi/HI #notebandi/OTHER s/EN to/EN log/EN jaan/HI gwa/EN chuke/HI uska/HI zimmedar/HI kon/HI ,"[('shahrukh', 'UNK'), ('insan', 'VM'), ('jaan', 'VAUX'), ('chuke', 'VAUX'), ('zimmedar', 'VAUX')]","[('ke', 'NN'), ('ki', 'NN'), ('s', 'NN'), ('mout', 'NN'), ('to', 'TO')]",#notebandi
76,77,#notebandi/OTHER fail/EN hai/EN bhai/HI hume/EN laga/HI hi/EN tha/EN ki/EN garibo/HI ka/EN fayeda/HI hoga/HI kuch/HI na/EN hua/EN vo/EN to/EN bas/EN up/EN election/EN me/EN fayeda/HI uthana/HI tha/EN inhe/HI ,"[('hoga', 'RBC'), ('fayeda', 'SYM')]","[('hai', 'NN'), ('hume', 'NN'), ('hi', 'NN'), ('ki', 'NN'), ('ka', 'VB'), ('na', 'TO'), ('vo', 'JJ'), ('bas', 'JJ'), ('election', 'NN'), ('tha', 'NN')]",#notebandi
77,78,bahut/HI kam/HI log/EN jante/EN hain/EN ki/EN #notebandi/OTHER modi/HI ji/EN k/EN liye/HI blue/EN whale/EN game/EN ka/EN pehla/HI task/EN tha/EN ,"[('bahut', 'UNK'), ('liye', 'VM')]","[('log', 'NN'), ('hain', 'NN'), ('ji', 'JJ'), ('whale', 'JJ'), ('ka', 'NN'), ('task', 'NN')]",#notebandi
78,79,main/EN bhi/EN whole/EN level/EN pe/EN bol/EN raha/HI hoon/HI kiske/HI life/EN ne/EN kya/EN kami/HI as/EN gayi/HI hai/EN #notebandi/OTHER ke/EN baad/HI tu/EN padha/HI likhna/HI hai/EN na/EN gyani/HI ,"[('raha', 'VM'), ('kiske', 'VAUX'), ('kami', 'VAUX'), ('gayi', 'VAUX'), ('baad', 'VAUX'), ('padha', 'VAUX'), ('gyani', 'SYM')]","[('main', 'JJ'), ('whole', 'JJ'), ('pe', 'NN'), ('ne', 'NN'), ('hai', 'NN')]",#notebandi
79,80,are/EN koi/EN to/EN batao/HI ab/EN kya/EN hoa/EN #notebandi/OTHER se/EN mujhe/HI lagta/HI hai/EN #upelection/OTHER me/OTHER #akhileshyadav/OTHER ko/EN vote/EN kre/EN wahi/HI he/EN up/EN ko/EN sunder/HI bna/EN sakte/HI hai/EN ,"[('lagta', 'UNK'), ('wahi', 'VM'), ('sunder', 'VAUX'), ('sakte', 'SYM')]","[('are', 'VBP'), ('to', 'TO'), ('ab', 'VB'), ('hoa', 'NN'), ('se', 'NN'), ('vote', 'NN'), ('up', 'IN')]",#upelection #akhileshyadav
80,81,#notebandi/OTHER se/EN paiso/EN ki/EN value/EN badi/HI hai/EN aur/EN log/EN jo/EN hai/EN simit/EN rup/HI se/EN dhire/HI dhire/HI expensive/EN karna/HI sik/HI rhe/HI hai/EN ,"[('rup', 'UNK'), ('dhire', 'VM'), ('sik', 'SYM')]","[('paiso', 'NN'), ('value', 'NN'), ('hai', 'NN'), ('log', 'NN'), ('hai', 'RBR'), ('expensive', 'JJ'), ('hai', 'NN')]",#notebandi
81,82,bank/EN employees/EN vyapariyon/HI se/EN bilkul/HI achha/HI behave/EN nahi/HI kar/HI rahe/HI hai/EN #pls/OTHER kuch/HI kijiye/HI sir/EN #notebandi/OTHER ki/EN takleef/HI hone/EN lagi/HI ,"[('vyapariyon', 'UNK'), ('bilkul', 'VM'), ('kar', 'VAUX'), ('kuch', 'SYM')]","[('bank', 'NN'), ('behave', 'VBP'), ('hai', 'VBN'), ('sir', 'JJ'), ('ki', 'NN'), ('hone', 'NN')]",
82,83,#notebandi/OTHER se/EN dino/EN main/EN corruption/EN wese/EN he/EN khatam/HI hua/EN hain/EN jese/EN fair/EN lovely/EN se/EN dino/EN main/EN ladkiya/HI gori/HI ho/EN jaati/HI hai/EN ,"[('ladkiya', 'INJ')]","[('dino', 'NN'), ('corruption', 'NN'), ('he', 'PRP'), ('hua', 'VBZ'), ('jese', 'JJ'), ('lovely', 'RB'), ('dino', 'JJ'), ('ho', 'NN'), ('hai', 'NN')]",#notebandi
83,84,#notebandi/OTHER se/EN khatra/HI ko/EN ho/EN raha/HI hai/EN aur/EN z/EN suraksha/HI #babaramdev/OTHER #amarsingh/OTHER ko/EN conection/EN kya/EN hai/EN ,"[('khatra', 'INJ')]","[('ho', 'NN'), ('hai', 'NN'), ('z', 'NN'), ('ko', 'NN'), ('kya', 'NN')]",#notebandi #babaramdev
84,85,agar/EN aaj/HI jatley/HI se/EN ye/EN pucho/HI ki/EN #notebandi/OTHER ka/EN kya/EN fayda/HI hua/EN to/EN bhi/HI inka/EN same/EN answer/EN hoga/HI mujhe/HI nhi/HI pata/HI ,"[('jatley', 'RBC'), ('fayda', 'SYM'), ('mujhe', 'PRP'), ('pata', 'PRP')]","[('agar', 'NN'), ('ye', 'NN'), ('ki', 'NN'), ('ka', 'NN'), ('to', 'TO'), ('inka', 'VB'), ('answer', 'NN')]",
85,86,ji/EN woh/HI #suryadeva/OTHER hai/EN jinki/HI vision/EN leadership/EN ki/EN roshni/HI se/EN #krantikariindia/OTHER ban/EN raha/HI hai/EN #notebandi/OTHER of/EN corrupt/EN politicians/EN ,"[('jinki', 'INTF'), ('roshni', 'JJ'), ('raha', 'VM')]","[('ji', 'JJ'), ('leadership', 'NN'), ('corrupt', 'NN')]",#suryadeva #krantikariindia #notebandi
86,87,abe/EN #notebandi/OTHER modi/HI ji/EN ne/EN apne/HI lie/EN to/EN krri/HI nhi/HI h/EN ek/EN din/EN me/EN sab/HI change/EN kr/EN dega/HI kya/EN tu/EN ,"[('modi', 'UNK'), ('krri', 'VM'), ('sab', 'SYM')]","[('abe', 'JJ'), ('ne', 'JJ'), ('lie', 'NN'), ('h', 'NN'), ('din', 'NN'), ('kr', 'NN'), ('kya', 'NN')]",
87,88,kal/HI market/EN gaya/EN aur/EN mall/EN itnee/HI bheed/HI thee/EN #notebandi/OTHER ka/EN koi/EN asar/HI nahi/HI tha/EN khoob/HI free/EN spending/EN ho/EN rahi/HI thee/EN ,"[('kal', 'UNK'), ('bheed', 'VM'), ('nahi', 'VAUX'), ('khoob', 'VAUX'), ('rahi', 'SYM')]","[('gaya', 'NN'), ('mall', 'NN'), ('koi', 'NN'), ('spending', 'NN')]",#notebandi
88,89,#notebandi/OTHER kasam/HI se/EN desh/EN ka/EN vikas/EN karne/HI ko/EN hi/EN hui/HI thi/EN ab/EN fail/EN ho/EN gayi/HI to/EN #modi/OTHER ji/EN ka/EN kya/EN kasoor/HI ,"[('karne', 'UNK'), ('gayi', 'VM'), ('kasoor', 'SYM')]","[('se', 'NN'), ('ka', 'NN'), ('hi', 'NN'), ('thi', 'NN'), ('fail', 'VBP'), ('ka', 'NN')]",#notebandi #modi
89,90,hahaha/EN #sarvagyani/OTHER #pmji/OTHER ko/EN ye/EN practical/EN difficulty/EN pehle/HI se/EN pata/HI nahi/HI thi/EN jo/EN raimashwira/HI karke/HI kaam/HI nahi/HI karta/HI uske/HI sath/HI aisa/EN hi/EN hota/HI hai/EN #notebandi/OTHER me/EN yehi/HI hua/EN tha/EN #gst/OTHER me/EN bhi/HI but/EN sabak/HI shayad/HI hi/EN liya/HI hoga/HI ,"[('nahi', 'QFC'), ('karke', 'QF'), ('nahi', 'NN'), ('uske', 'PSP'), ('hota', 'NN'), ('yehi', 'VM'), ('shayad', 'VAUX'), ('liya', 'SYM')]","[('hahaha', 'NN'), ('ye', 'NN'), ('difficulty', 'NN'), ('se', 'NN'), ('jo', 'NN'), ('aisa', 'NN'), ('tha', 'IN'), ('me', 'PRP'), ('but', 'CC')]",#pmji #notebandi
90,91,agar/EN #notebandi/OTHER se/EN kala/HI paisa/HI safed/HI hua/EN toh/HI appko/HI aur/EN apke/HI party/EN walon/HI ko/EN toh/HI koi/EN problem/EN nahin/HI hona/HI chayee/HI because/EN iska/HI sabse/HI bada/HI fayda/HI toh/HI aaplogon/HI ko/EN hua/EN hoga/HI fir/EN aur/EN ka/EN kala/HI dhan/HI safed/HI ho/EN gaya/HI all/EN thanks/EN to/EN #gujratelections/OTHER ,"[('paisa', 'QFC'), ('appko', 'QF'), ('apke', 'NN'), ('walon', 'PSP'), ('toh', 'NN'), ('hona', 'PSP'), ('sabse', 'NN'), ('fayda', 'VM'), ('aaplogon', 'VAUX'), ('dhan', 'SYM')]","[('agar', 'NN'), ('se', 'NN'), ('hua', 'NN'), ('problem', 'NN'), ('because', 'IN'), ('hua', 'NN'), ('fir', 'NN'), ('ka', 'NN'), ('ho', 'NN'), ('all', 'DT'), ('to', 'TO')]",
91,92,#bhakt/OTHER chacha/HI saare/HI black/EN money/EN to/EN swiss/EN bank/EN mein/EN the/EN switzerland/EN mein/EN kab/HI ho/EN raha/HI hain/EN #notebandi/OTHER deshvasi/HI har/EN kaam/HI chhod/HI ke/EN ab/EN sirf/HI dono/HI cheezon/HI ka/EN wait/EN kar/HI rahe/HI hain/EN har/EN ek/EN ke/EN account/EN mein/EN lakh/HI aur/EN ayodha/HI mein/EN rammandir/HI kab/HI denge/HI aap/EN ke/EN #bhagwan/OTHER ,"[('saare', 'QF'), ('kab', 'NN'), ('raha', 'VM'), ('chhod', 'VAUX'), ('dono', 'SYM'), ('kar', 'NNP'), ('lakh', 'PSP'), ('ayodha', 'VM'), ('rammandir', 'VAUX'), ('denge', 'SYM')]","[('money', 'NN'), ('swiss', 'JJ'), ('mein', 'NN'), ('switzerland', 'NN'), ('har', 'NN'), ('ab', 'NN'), ('ka', 'NN'), ('hain', 'NN'), ('ek', 'JJ'), ('account', 'NN'), ('ke', 'NN')]",#bhakt #notebandi
92,93,sir/EN agar/EN mai/EN #logon/OTHER me/EN aata/HI hu/EN to/EN mai/EN yahi/HI kahunga/HI ki/EN i/EN support/EN #notebandi/OTHER bcoz/EN chor/HI log/EN to/EN zinda/HI mar/EN hi/EN gayae/HI or/EN crore/EN ke/EN population/EN ke/EN liyae/HI aisa/EN koi/EN rule/EN nahi/HI ho/EN sakta/HI jisme/HI sab/HI lo/EN khush/HI rahe/HI kisi/HI ko/EN to/EN dikkt/HI hogi/HI hi/EN bt/EN aapko/HI kyun/HI hui/HI ,"[('kahunga', 'QFC'), ('chor', 'QF'), ('gayae', 'NN'), ('liyae', 'PSP'), ('nahi', 'NN'), ('sakta', 'PSP'), ('sab', 'NN'), ('khush', 'VM'), ('kisi', 'VAUX'), ('hogi', 'VAUX'), ('kyun', 'SYM')]","[('sir', 'NN'), ('mai', 'VB'), ('me', 'PRP'), ('hu', 'JJ'), ('mai', 'NN'), ('i', 'NN'), ('to', 'TO'), ('mar', 'VB'), ('crore', 'JJR'), ('population', 'NN'), ('koi', 'NN'), ('to', 'TO'), ('bt', 'VB')]",#notebandi
93,94,bhai/HI demonisation/HI ko/EN saal/HI hogaye/HI hai/EN ab/EN toh/HI chod/HI do/EN this/EN are/EN the/EN people/EN jo/EN har/EN post/EN ko/EN #notebandi/OTHER aur/EN desh/HI ki/EN sena/EN se/EN jod/EN dete/HI hai/EN grow/EN up/EN man/EN have/EN a/EN life/EN for/EN gods/EN sake/EN ,"[('bhai', 'UNK'), ('hogaye', 'VM'), ('chod', 'VAUX'), ('desh', 'SYM')]","[('ko', 'NN'), ('ab', 'NN'), ('this', 'DT'), ('the', 'DT'), ('jo', 'NN'), ('post', 'NN'), ('sena', 'NN'), ('jod', 'NN'), ('hai', 'VBP'), ('up', 'RP'), ('have', 'VBP'), ('life', 'NN'), ('gods', 'NNS')]",#notebandi
94,95,kya/EN #duplicate/OTHER note/EN aur/EN #blackmoney/OTHER sirf/HI aur/EN ke/EN note/EN mein/EN hi/EN aate/HI the/EN what/EN about/EN ka/EN note/EN ,"[('', 'INJ')]","[('kya', 'JJ'), ('note', 'NN'), ('aur', 'IN'), ('note', 'NN'), ('hi', 'VBD'), ('the', 'DT'), ('about', 'IN'), ('note', 'NN')]",#blackmoney
95,96,in/EN notebandi/HI se/EN mera/EN koi/EN fyada/HI na/EN hua/EN ho/EN par/EN khushi/HI ish/HI baat/HI ki/EN kuch/HI corrupt/EN logo/EN ka/EN bohut/HI ghaata/HI hua/EN #notebandi/OTHER ,"[('khushi', 'UNK'), ('baat', 'VM'), ('kuch', 'VAUX'), ('bohut', 'SYM')]","[('in', 'IN'), ('se', 'JJ'), ('koi', 'NN'), ('na', 'TO'), ('ho', 'NN'), ('logo', 'NN'), ('hua', 'NN')]",
96,97,nov/EN ne/EN ke/EN notes/EN band/EN kar/HI diye/HI nov/EN ne/EN saansein/HI band/EN kar/HI di/EN #notebandi/OTHER #delhismog/OTHER ,"[('diye', 'VM')]","[('nov', 'JJ'), ('ke', 'NN'), ('band', 'NN'), ('ne', 'FW'), ('band', 'NN'), ('di', 'NN')]",#delhismog
