,0
217,218 tripletalaq ko jante nahin aur us per debate bhi kerte hein wah aur muslim women se itni hamdardi bhi wah @awasthis yeh isi saal kyu
218,219 sc ne kaha triple talaq dharmic mudda hua to dakhal nahi denge to fir hindu festivals ke liye dohre mapdand kyon
219,220 are bhai vo trupti desai kaha gai ladies ka haq magne vali vo to sirf zoothi thi hindu muslim me dange karvane ayi thi
220,221 tripletalaq jafar sahab khuda n kare kabhi aapki beti k sath aisa ho jada soch ko uppr kijiye or personal low ko side me rakhiye
221,222 ttksawal tripletalaq is evil practice whch shd b abolished kya mazhab ke naam pe hum apni behno par atyachar hone dete rahenge
222,223 instant tripletalaq khatam hone ki khusiya manaa rahi hai muslim mahilaye pic twitter com cn j uoi
223,224 @bdutt mam kaafi frustration me lag rahi hain tripletalaq judgement ke baad yahi mauka hain inko koi link bhejo re blue whale game ki
224,225 sir woh talaak ka matter clear ho gyaa ab saat janam wala matter bhi dekh lijiye please @narendramodi tripletalaq @rsprasad tripletalaq
225,226 koi bhi mard tripletalaq kyu de jab ke wo aasani se apni biwi ko abandon karke india ka prime minister ban sakta hai
226,227 tripletalaq ke issue se tumhe lagta hai muslim mahilaoke vote milenge aisa honewala nahi hai
227,228 sir @myogiadityanath kyaa ye sachch hai aapne tripletalaq wale musalmaan auroton ke liye package announce kiyaa hai ji agar sachch hai toh hindu auraton ne kyaa paap kiyaa hai sirf
228,229 aj muslim mahilao ki jeet hui he aur ek women empowerment ki bhi jeet hui he ab rajyasabha me ye tripletalaqbill pass ho jay to tripletalaq se mukti mil jayegi aur women ko ek sahi ajadi milegi great job @narendramodi in @indian goverment
229,230 government ko un non muslims women s ke bare main bhi sochna chaye jin ko ek talaq bhi nahi milta lekin unke husband phir bhi alag ho jate hai yahan to phir bhi tripletalaq milta hai kya ye government sirf muslim women s ki hai tripletalaqbill tripletalaq
230,231 congress ka women empowerment sirf ek dikhawa hai tripletalaq tripletalaqbillpassed
231,232 bechari paksitan premi ab to pakistan bhi nahi ja sakte vahe pe already tripletalaq ban hai sudan will be best choice for them jai ho narendra modi
232,233 tripletalaq modi ji ne muslims aurto ka bhala kar hi diya bjp ko kaun hara sakta hai ab population to control hogi hi sath me vote bank bhi taiyaar ho gaya love u modi
233,234 that s very good ab mahengayi bhi kam ho jayegi berozgari khatam ho jayegi rape robbery gundagardi sab khatam ho jayegi tripletalaq
234,235 agar ye report negative hoti to demonetisation aur gst ne desh ko duba diya par ab sab chup easeofdoingbusiness indiarising eodb
235,236 pmmodi ne kaha ki yeh ek vijay prapt satr raha iss budget session mein ls mein bill aur rs mein bill parit hue gst bills bhi a kumar pic twitter com odeynhwuhy
236,237 up vidhan sabha main gst bill pass hone par @myogiadityanath ji or janta ko badhai deta hoon gst
237,238 is desh me rape k kanoon se jyada important gst etc ho to kya ho sakta he
238,239 burnol pe gst kam kar lo bhai bahut need hai righttoprivacy aadhar
239,240 koi na shyad centre finance ministers state finance ministers ko bhi bol do to vo bhi na kar paaye gst
240,241 bas notebandi aur gst ke name pr corporate vip k bhala krne ke liye h bas
241,242 demonetisation se ubhre bhi nahi the abhi ke sab gst mein uljhe hain bhai baqi kuch nazar nahi aa raha yehi to chaal hain
242,243 mere bhai bjp ne kyu samarthan nahi kiya gst aadharcard rojgar yojna ka fir power main aane par congress walo ke ideas copy
243,244 aaj se pehle to aapne saare time se file kiye honge jo aaj complaint kar rahe hain @awardwapasi gang activated on gst
244,245 gaaliyon per gst nhi hy bas ye dhyaan rakhna ki saari ki saari gaaliyaan non veg honi chaahiye rk
245,246 sukr hai ki nahi laga ishq par gst koi varna to tu bhi meri had se bahar ho jati
246,247 ab pta chala gst demonetisation ka fayeda nhi hai bol bol kar congress ne apna gala kharab kar liya goonge ko b ye bolne k liye kafi mehanat karni padhi khair aakhir trauma me acche acche goonge b bol sakte hain it s proven
247,248 aaj ki media single topic news pe chalti hai din bhar ki khabar mano jese ek hi issur pe atak jaati hai jese demonetization riyan school ramrahim upelection gst ya fir gujaratelection
248,249 people of gujarat aap decide karo ke demonitization aur gst desh ke liye ache hai ya phir divideandrule templerun rahulseparatistbhakt congressneechpolitics jhoothe prcharak wali sarkar achi hai
249,250 bhai baitor nhi traitor hai yeh aam janta mast hai sare chor past hain after shock ka hi effect hai ki raat ko sote hue bhi inhe sapne me demonetisation and gst satata hai
250,251 minimumbalance gst sharam aane chahiye ab to modi modi kehne walo bhako ko no more hopes from nda manmohansingh was far better
251,252 dhandha tera nahi chal raha bc silicone implant karwa le paisa nahi hai to mudrayojana se easy loan mil jayega dhyan rakh gst barabar bharna
252,253 @incindia yeh frustration tum logo k chehre pr mujhe achha laga yeh demon gst surgicalstrike niahuriyat zakirnaik benami aadhar trippletalaqban etc k ghaav tum logon ko ghinone mooh pe achhe lage aiyyar ka culture deshdroh hai jo china ko maaibap manta hai shameonyou
253,254 so stupid idiotic that @narendramodi ke modibhakts itne hai toh kuch bhi chutiyaape present mein kiye ko history se jord denge and @vcofficebhu banarashinduuniversity proves that all
254,255 gst bharat ka future hae aur bjp bi bharat ka future hae congress @incindia beet chuka saal kala past hae jo koi bi jaad na kare aur bhoole bi na vote for bjp @punjabimodern @narendramodi @bjp gujarat @bjp india
255,256 ullukecharkhe @officeofrg abe ghonchu demonitisation se kiska paisa bahar aya aur gst ke ghere mai kaun aya soniakgb @incindia kya item paida kiya hai kiska production hai ye kuch soch ker aadmi choose kerna tha na
256,257 kuch log bolte hai gst gabbar singh tax hai lekin unko yeh nhi pata ki aaj ka jo gabbar hai woh corruption khatam karne aya hai gujaratelections naredramodijindabad gst
257,258 you are absolutely right jab se @bjp india ayi hai tab se desh ke janta paresan hai kabhi demonetisation kabhi gst bas lout loo har angel se chhattisgarh indiawithrahulgandhi
258,259 kuchh log demonetization aur gst policies ka virodh kiye to unko corrupt bola jaa raha thaa aap mera it dues check karwalo pata chal jayega virodh karna to democracy ka hissa hai phir sarkar bjp aur bhakt virodh ka jamkar kyo virodh kar rahe hain
259,260 ye khushi ki baat hai saare mulk ke liye faayeda pahunchega himachal pradesh cm virbhadrasingh on state assembly passing gst pic twitter com baedkvtxdq
260,261 gst registration be karna baaki hai aur duniya din baad saaf hone wala kya karu gsthelpdesk
261,262 gst lagu ho jane k karan gujaratrspolls me mla successfully nahi kharede jasaje nateejatan ahmedpatel ko rokne me amitshah bakaam rahe
262,263 in call was karenge ya marenge today it s karenge aur kar ke rahenge pmmodi gst
263,264 dhanyabad @jigneshmevani and tukdetukdegang jo gst ki itni problem ke bad bhi log @narendramodi sir par viswas banaye huye hai @
264,265 @pmoindia sir kya ye gst bhi hm student ko hi pay krna hai ab kya yahi ache din hain hm students ke liye pic twitter com knhej kbz
265,266 itne error to ca banne me nahi aarahe jitne gst return file karne me aarahe hai @arunjaitley hey mahapurush aaye ek gstreturn file karke dikhaye jitne baal bache hai vo bhi ud jayege x andherinagrichopatraja
266,267 ye sab modi ji ki mili bhagat hai vo humse late fees ke bahaane apna rajasv badhaana chaahte hai
267,268 tarikh pe tarikh tarikh pe tarikh sirf tarikh hi milli hai jately sahab par gst credit nahi mila gstr gstr gst
268,269 hats off atleast kisi cheej ka toh rate kam kar do kaha gaye demonetization aur gst ke gaan gaane waale
269,270 aap to bolo he mat aapke khamosh rehne mein he is desh ki janta ki bhalayee hai baar pehle bol chuke ho why demonetisation and gst is necessary jiski sazaa ab tak bhugat rahe hain
270,271 jaise aapne demonetisation aur gst ka ailaan kiya vaise hi ek ailaan aur kar dijiye please no more religion and casteism in india
271,272 ka note hain na uska actual value sirf hai kyunki seedha gst katke aata hai arunjaitley reham karo hum logo pe sir pls pic twitter com ppibb fulm
272,273 cabinetreshuffle to ho gaya ye gst reshuffle ho sakta hai kya ko kar do biryani bahut mehengi ho gayee hai bhai
273,274 @narendramodi @arunjaitley agr aap logo ne sirf nil ki gstr file ki hoti na to aap khud smj jate gst kitna good and simple h disaster gst
274,275 abey modiye k bhakton gst ke baad kya sasta hua hai tum log cheez daily use wale batao gstloot
275,276 rajya sabha passed the gst legislations today paving way for gst implementation mera desh badal raha hai aage badh raha hai
276,277 modi raj me public line me lag ke khub maze kat rahi hai free data sasti wheelar aage dekho aur kya bs jioprime demonetisation gst
277,278 @arunjaitley operation kiya kisi aur ne jhanda gada aap ne yahi bjp k kam hai kya sahab gst gstbills @withcongress @iyc
278,279 sir apka follower hote hue bhi mai aj apni maa ko answer nhi kr paya ki hmare desh me gst se kya fayda hua unhone bola ki mujhe mere ghar me koi fayda nhi dikhai de raha to pure desh me kya fayda ho sakta hai aur mai chup ho gaya @narendramodi
279,280 hamare problems ka solution nahi nahi nikalsakte aur apni manmani kiye jaarahe ho saheb bharat ki janta ko kaise lagta hoga aap se jawab mangte mangte thak chuke hain hum demonitization gst now frdi blackmoney jobs
280,281 gst itna success huwa ki ab karz lene par raha hai
281,282 ab bahut jald hi usd aur inr me difference nahi hoga
282,283 sir @sardanarohit ka naam bhul gaye jab desh mein log demonetization ki wajah line mein mar rahe the jab gst se vyapari paresan the farmers suicide kar rahe the tab sabse acha dhyan unhone ho bhatkaya tha aise kisika credit cheeno mat pls ab woh @aajtak ho gaye hain
283,284 please agar gst me patrol ko lao to uska fayda public ko dijiye humari zeb se sare paise nikal kr vikas kis kaam ka jab pet khali ho sabka
284,285 garibonka tel nikal ne ke baad ab mantriji sirf kehte hai petrol diesel to come under gst wah dharmendrapradhan
285,286 feku says gst se truck ki vasooli khatam ho gayi jameen pe kya ho raha hai kuch pata hi jaitley ki security hata fir janta batayegi vikas
286,287 sir gst pe yeh gyan ba na band kijiye gstn ki website pe ek return file karo pata chalega har cheez ka dam badha diya
287,288 petrol prices hike kya koi bhi virodh karne wala nahi bacha @thewirehindi @patrikanews @ravishndtv petrolprice gst
288,289 kya aap bhi gst return ki slow speed se pareshan hai kripya kar ke apni office timing pm to am kar dijiye aapka kaam ho jayega gst
289,290 sir ap ki sarkar to blue whale game se b zyada khatrnak hai gst# dukandaro ki jaan lo ge kya sahab#faltu ki formalities#
290,291 bhaisaahab sharam bhi aati h retweet karte hue ya usse bhi bhech khayi h gstnfailed gst
291,292 ab time aa gya h ki demonetisation n gst ki tarah hi is reservation ko hataiye taki sahi mayne me india develop country ho jaye
292,293 notebandi effect hai bhir bhi vikash to sabka sath sabka vikash me hai gujratstandwithmodi
293,294 agar gst demonetisation aur itne virodh ke bad bhi bjpwinsgujarat to ye bahut badi bat hai gujrat ki janata ka bahut bahut dhanyavad
294,295 gst ke naam par har eak banda inr pay kr raha hai daily pr kisi ko kya mil raha hai ghnataaa pr fir bhi achedinayege
295,296 sahi hai feku toh bahut achhe hai sir ji domo gst sara plan plan hai bas aab malya ke pass jana bacha hai @bhai
296,297 @narendramodi ji gujarat ke vikas ki jagah india ke vikas ki bat ki jaye to kahi behatar hoga india ko notebandhi aur gst ke result chahiye
297,298 ab toh aur bhi mehenga ho gayaa hoga gst ke highest slab mein rakha hoga
298,299 puri duniya ko india ka growth dikh raha hai sirf kuch logon ko chodh kar
299,300 aaj jaise hi modi jee ne seaplane par per rakha gujarat ke farmers ka loan maaf ho gaya gst ke maare vyapariyo ka dhandha set ho gaya patidar ko reservation mil gaya aaj poore gujaratpolls ka vikas ho gaya source indian media
300,301 bjp ye nahi samajh paayi ki sekadon vyapari jinko congressi tax vyavshtha ne do number mein kamaai ke avsar diye wo gst ke baad short cut kamaai se chuuk jaayengey aur galiyaan dengey
301,302 desh ko gst demonetization se barbad karneke baad bhi jin logo ne kabhi maafi nahi maangi aise logo se hum koi aur ummid bhi kaise rakh sakte hai i mean kaise how
302,303 pehle demonitization phir gst aur ab ye seedha seedha gun leke loot lo na
303,304 jetali ji ke pichhe baithe mahashay ko gst pr loksabha me discussion achchha nahi laga so rahe hain jago @abpnewshindi
304,305 another milestone mera desh badal raha hai gst @narendramodi
305,306 are bhaiya thoda bilaspur shehar pe bhi dhayan do dust capital bana rakha hai na sadke na suraksha na drainage system
306,307 ghatiya insaan tere comment padhke nahi lagta ki tu teacher ho sakta hai yahi bhasa sikhata hai kya apne students ko baniya kursi kumar ka bootlicker
307,308 hame to laga the urja aap denge hamare desh me kya mukeshambanikebete amitshahkebetejaise logo ko hi urja denge aaap hame to niraasha hath lagi achey din kab ayenge sir gst ke baad bank bhi charges pe charges le rahi hai kuch kijiye sir hamara paisa jaise banko ka hai
308,309 business zara bhi na ho par har mahine ca ko bhar ke paise jarur do wah @askgst goi gst
309,310 sir salute ure strategy aap jb nda ke opposition mai the tb v aapne demonitsation gst aur bahot sare kaamo ko support kiya nda ke sath mil kr mujhe pura believe hai ki aap hmesa bihar ki unnati pr dyan denge aur dey v rhe h
310,311 @amitshah ji gst mein jaise jaise koi bolta hai waise aap badal kar rahe hai aap pe vishwas kaun kare gujarat mein isilye aap baithe hai taki logon ka koya hua vishwas paa sake aapke advisor ne aapko gst ko lekar misguide kiya hai
311,312 aur ye panama and paradise papers me naam aane wale log hame gst and swachhbharat ke fayde batate hai keep in mind amitabh bacchan
312,313 ab raste pe aaye bjp ne opposition meah rehkar demonetisation gst ko oppose kiya kyon kyoki unko political benefits nahi dikha tab notebandi aur gst kafi systematically kar sakte the jisse faida zyada hota aur desh mazboot hota lekin uska political benefits nahi milta
313,314 janta ne es jeet se dekha diya ha gst demonetisation safal ha opposition ne bht koshish ki par asafal rhe ab gujrat aur himachal bhi aase he jeetenge
314,315 hum log cards pehle se use karte the but notebandi ke time meah servers down hua karte the aur ek do baar khana kharido nahi paya agar ruling party ko gst ka faida pata tha to upa ke time oppose kyu kiya aur abhi itne high gst slabs kyu hai bewkuf nahi hain sab samajhte hain
315,316 desh ko prayogshala samajh rakhe hain aaplog pahle implementation karo phir dekhenge bura huaa to role back bina kisi planning ke policy implementation to aaplogo se sikhe gst arunjaitley
316,317 vote bekaar ho gaya adani ambani mallya ki aish aur aam logon ki haalat kharaab everyone nods in agreement and focus on the food gst
317,318 bro there are so many gujartis in mumbai and they are sayin bhencho dhandhe ka watt laga diya modi ne gst aur demonitisation
318,319 modi ne to ensure ker diya demonetization aur gst ke unthinkable rates se ki garib mer hi jai na rahe garib aur na rahegi garibi
